dataset,conversation_id,turn_id,video_id,level,level_label,speaker_role,turn_text,n_utterances_in_turn,turn_order,turn_embedding_idx,episode_id
wired,wired_infinity_12,21,infinity,0,child,expert,"That's a wonderful question, a very rich question. What do you think?",2,20,1037,0
wired,wired_infinity_12,22,infinity,0,child,partner,I think maybe because you said it was unlimited.,1,21,1038,0
wired,wired_infinity_12,23,infinity,0,child,expert,"You have very good intuition. So there are ways that mathematicians can build infinite collections of things. And if you repeat those processes, it's in fact possible to build even bigger and bigger sizes of infinity. So what have you learned today about infinity?",4,22,1039,0
wired,wired_infinity_12,24,infinity,0,child,partner,"I've learned that even if it's unlimited, there are many different ways of making infinity and you can never actually see it all.",1,23,1040,0
wired,wired_infinity_13,1,infinity,1,teenager,expert,What does infinity mean to you?,1,0,1041,0
wired,wired_infinity_13,2,infinity,1,teenager,partner,Really anything that has no end to it.,1,1,1042,0
wired,wired_infinity_13,3,infinity,1,teenager,expert,"Yeah, that's absolutely right. So infinity gets used a lot of different ways in mathematics. There's a way that mathematicians think of infinity as a number, just like the number 13, just like the number 10 million. So the reason that mathematicians consider infinity to be a number is that it is a size of a set. So the first example of an infinite set in mathematics is the set of all counting numbers. So one, two, three, four, five, six, seven, et cetera. That list goes on forever. That is an infinite set. And to be a little bit more precise, it's a countably infinite set. But as a number, infinity is pretty strange.",9,2,1043,0
wired,wired_infinity_13,4,infinity,1,teenager,partner,What do you mean by that?,1,3,1044,0
wired,wired_infinity_13,5,infinity,1,teenager,expert,"Adding infinities. Multiplying infinities. And there's a sense in which it's very similar to the arithmetic that you learned about already. But it's also totally different. It has some very weird properties. Welcome to Hilbert's Hotel. Unlike an ordinary hotel, has countably infinitely many rooms. Suppose a new guest shows up, you might think that the new guest could take the room that's all the way down at the end of the hall, all the way at infinity, except there isn't a room like that. The rooms each have a number, and even though there's infinitely many rooms, each room is only a finite distance away. So here's how we're gonna make room for the new guest. I'm gonna ask the guest in room one to move into room two, and then we're gonna ask the guest in room two to move into room three, and we'll continue this all the way along. It looks to me like there's space for the new guest. Where is it?",11,4,1045,0
wired,wired_infinity_13,6,infinity,1,teenager,partner,It'll be in room number one.,1,5,1046,0
wired,wired_infinity_13,7,infinity,1,teenager,expert,"Room number one. Exactly. I'm gonna use this symbol for infinity, but what we've just shown is that one, the one new guest plus infinity is equal to the same infinity. What happens if we had a second guest?",3,6,1047,0
wired,wired_infinity_13,8,infinity,1,teenager,partner,Would it be two plus infinity equals infinity?,1,7,1048,0
wired,wired_infinity_13,9,infinity,1,teenager,expert,Absolutely. So now I'm gonna make this story a little more complex. That there's another Hilbert's Hotel down the street and they're having plumbing issues and we need to find room for them.,3,8,1049,0
wired,wired_infinity_13,10,infinity,1,teenager,partner,They can't live together?,1,9,1050,0
wired,wired_infinity_13,11,infinity,1,teenager,expert,"They can't live together. That would be a great solution. I don't know. I think these people don't really get along. So I need to somehow create infinitely many new rooms, but I can only ask each person in the hotel to move a finite distance away. So let's take the guest who is originally in room one and move them into room two. So that's creating one new space for us. And I'm gonna take the guest who was originally in room two and move them into room four. Are you starting to see a pattern here?",8,10,1051,0
wired,wired_infinity_13,12,infinity,1,teenager,partner,Yes. You're going up one each time?,1,11,1052,0
wired,wired_infinity_13,13,infinity,1,teenager,expert,"Yeah, I'm increasing by one more each time. So I'm doubling the room number in fact. So this is some of the strange arithmetic of infinity. So we have two Hilbert Hotels, each of which have infinitely many guests, then this is equal to?",4,12,1053,0
wired,wired_infinity_13,14,infinity,1,teenager,partner,Infinity.,1,13,1054,0
wired,wired_infinity_13,15,infinity,1,teenager,expert,"Infinity, great. Hilbert's Hotel is a story that mathematicians have been telling themselves for almost 100 years because it's a really visceral way to think about some of the counterintuitive properties of the arithmetic of infinity. How does infinity come across in mathematics for you?",3,14,1055,0
wired,wired_infinity_13,16,infinity,1,teenager,partner,"So when I'm teaching calculus and talking about concepts like limits and derivatives, those are only defined precisely with infinity. Teaching algebra, which is meant in a different sense about number systems, we deal with infinite families of numbers in their operations. Infinite sets are somehow very exotic. They're not found so commonly in their real world, but they're all over mathematics.",4,15,1056,0
wired,wired_infinity_14,1,infinity,2,undergraduate,expert,What do you know about infinity?,1,0,1057,0
wired,wired_infinity_14,2,infinity,2,undergraduate,partner,A property of something being endless.,1,1,1058,0
wired,wired_infinity_14,3,infinity,2,undergraduate,expert,"Great. So today we're gonna focus on infinity as a cardinality, and what cardinality means is it's a size of a set. What are you studying?",3,2,1059,0
wired,wired_infinity_14,4,infinity,2,undergraduate,partner,I'm studying computer science,1,3,1060,0
wired,wired_infinity_14,5,infinity,2,undergraduate,expert,Studying computer science. Are you taking any math courses right now?,2,4,1061,0
wired,wired_infinity_14,6,infinity,2,undergraduate,partner,"Yeah, right now I'm taking calculus two.",1,5,1062,0
wired,wired_infinity_14,7,infinity,2,undergraduate,expert,"Calculus involves the study of functions. Functions are one of the most fundamental concepts in mathematics, but they aren't always so clearly defined. What would you say a function is?",3,6,1063,0
wired,wired_infinity_14,8,infinity,2,undergraduate,partner,I would say a function is a procedure that takes an input and does some operation and returns an output.,1,7,1064,0
wired,wired_infinity_14,9,infinity,2,undergraduate,expert,"That's the computer science brain thinking right there. So we wanna think of a function as procedure or mapping between sets. So a function defines a one-to-one correspondence if it defines a perfect matching between the elements of its domain set and the elements of its output set. We call such functions bijections or isomorphisms. So the reason I'm so interested in this idea of a bijective function or a one-to-one correspondence that guarantees that every element of one set gets matched with an element of the other set, no matter how many elements there are, these bijections or these one-to-one correspondences as they help mathematicians reason about infinity.",5,8,1065,0
wired,wired_infinity_14,10,infinity,2,undergraduate,partner,How can you compare something that is endless?,1,9,1066,1
wired,wired_infinity_14,11,infinity,2,undergraduate,expert,"Today we're gonna think about infinity as a cardinality, which is a technical term for a number that could be a size of a set. And we're gonna use this idea of one-to-one correspondence to try and investigate the question of whether all infinite sets have the same size. So what I've drawn here are some pictures of some of the infinite sets that appear in mathematics. So the natural numbers are the prototypical example of an infinite set. So the natural numbers are clearly a subset of the integers. Both of these are infinite sets. Are they the same size infinity or different size infinities?",7,10,1067,1
wired,wired_infinity_14,12,infinity,2,undergraduate,partner,"Yes, the integers would, there'd be more integers than natural numbers.",1,11,1068,1
wired,wired_infinity_14,13,infinity,2,undergraduate,expert,"I'm gonna now try and convince you that they are in fact the same size infinity. And this is using this idea of a one-to-one correspondence which was applied in this context by Georg Cantor. What he says is if we can match up the elements of the integers with the elements of the natural numbers so that there's nothing left over, so that there's a bijective function between them, then that's a proof that there's exactly as many natural numbers as there are integers. Start by matching zero with zero and one with one. But then we wanna include the negatives in the list. So which natural number would we match with negative one?",6,12,1069,1
wired,wired_infinity_14,14,infinity,2,undergraduate,partner,Maybe two.,1,13,1070,1
wired,wired_infinity_14,15,infinity,2,undergraduate,expert,"Maybe two. Why not? Because now we're starting to make progress on matching all the negatives. We can match the natural number three with the integer two, the natural number four with the integer minus two. And do you see a pattern?",4,14,1071,1
wired,wired_infinity_14,16,infinity,2,undergraduate,partner,All of the positive integers would be odd numbers and all of the negative integers would be even numbers?,1,15,1072,1
wired,wired_infinity_14,17,infinity,2,undergraduate,expert,"Great. So now I have a much harder question. So we have the same challenge, again, evidently there are way, way, way more rational numbers than there are integers. Does that mean this is a larger infinite set than the integers? What do you think?",5,16,1073,1
wired,wired_infinity_14,18,infinity,2,undergraduate,partner,"By intuition I would say yes, but that was the same case with the integers. I would imagine there might be some bijective function for mapping natural numbers to rational numbers.",2,17,1074,1
wired,wired_infinity_14,19,infinity,2,undergraduate,expert,"So I'm going to use this picture to count the rational numbers by actually counting the elements of this larger set because it'll be clearer geometrically. What I've drawn in this picture is the integer lattice. So Z cross Z refers to the set of all of these dots. So I'll start by counting the number at the origin, and you can see I'm just labeling the dots around the origin, moving in a counterclockwise fashion and getting progressively further away. And this process could continue, but maybe by now you see the pattern. Though it’d be difficult to describe as a function.",4,18,1075,1
wired,wired_infinity_14,20,infinity,2,undergraduate,partner,"Oh is it for each rational number, there's a pair of integers that represent that rational number?",1,19,1076,1
wired,wired_infinity_14,21,infinity,2,undergraduate,expert,"Yeah, that's exactly right. And now for each pair of integers, I'm gonna represent it by a corresponding natural number. That's what's going on with this counting. And when I compose those operations, what I've done is I've encoded rational numbers as natural numbers in a way that reveals that they can be no larger, there are no more rational numbers than natural numbers.",4,20,1077,1
wired,wired_infinity_14,22,infinity,2,undergraduate,partner,"So this slope is represented by three, two, and three, two is in here as 25.",1,21,1078,1
wired,wired_infinity_14,23,infinity,2,undergraduate,expert,"Exactly. That's exactly right. So we were hoping to compare the size of infinity of the rational numbers with the size of infinity of the natural numbers. What we've done is introduced an intermediate set, these pair of integer points, and this proves that this size of infinity is smaller than this size of infinity. Since we also have an injective function the other way, this size of infinity is smaller than this size of infinity so therefore they must be the same size.",4,22,1079,1
wired,wired_infinity_14,24,infinity,2,undergraduate,partner,That's wild.,1,23,1080,1
wired,wired_infinity_14,25,infinity,2,undergraduate,expert,"Now there's one final collection of numbers that we haven't yet discussed, which are the real numbers, all of the points on the number line. Do you think that's the same size infinity?",2,24,1081,1
wired,wired_infinity_14,26,infinity,2,undergraduate,partner,"I guess again, intuition seems like it must be much larger, but I don't know, I haven't been on a roll.",1,25,1082,1
wired,wired_infinity_14,27,infinity,2,undergraduate,expert,"Georg Cantor proved that it is impossible to count all real numbers like we've just counted the rational numbers or just counted the integers. This is called the cardinality of the continuum, it is uncountable. What I'm going to do now is form a new real number that I guarantee is not on this list. Okay, so here's how we do this. What I'm gonna do is I'm gonna look at the diagonal elements. So I'll highlight them. This continues forever, and now I'm going to form a new real number by changing all of these.",7,26,1083,1
wired,wired_infinity_14,28,infinity,2,undergraduate,partner,"If you just like added one to them, then that would be something that doesn't exist in any of the other ones.",1,27,1084,1
wired,wired_infinity_14,29,infinity,2,undergraduate,expert,Yes. You see the idea right away. So I'm gonna form a new real number whose first digit is different from this one. And you've already convinced yourself that this number is not on this list anywhere. Why is that?,4,28,1085,1
wired,wired_infinity_14,30,infinity,2,undergraduate,partner,Because at every point there's at least one change from a number in there.,1,29,1086,1
wired,wired_infinity_14,31,infinity,2,undergraduate,expert,"Great. That's exactly right. So what we've proven is that this number is missing, and therefore it is impossible to define a bijection between the natural numbers and the real numbers.",2,30,1087,1
wired,wired_infinity_14,32,infinity,2,undergraduate,partner,Oh wow.,1,31,1088,1
wired,wired_infinity_14,33,infinity,2,undergraduate,expert,"So we've started to explore some of the counterintuitive properties of infinity. On the one hand there are infinite sets that feel very different like the natural numbers, the integers, the rational numbers that nevertheless have the same size or the same infinite cardinality. While there are other infinities that are larger. So there's more than one size of infinity, not all infinities are created equal.",4,32,1089,1
wired,wired_infinity_14,34,infinity,2,undergraduate,partner,"I was wondering what the kind of practical implications are, what you can do with this sort of knowledge.",1,33,1090,1
wired,wired_infinity_14,35,infinity,2,undergraduate,expert,"Really glad you asked me that. There's a practical implication for computer science. Alan Turing, he came up with a mathematical model of a computer, something called a Turing machine. So Turing was wondering is it possible to compute every real number, an arbitrary real number to within arbitrary precision in finite time? He defined a real number to be computable if you could calculate its value, maybe not exactly, but as accurately as you'd like in a finite amount of time. And because there are uncountably infinitely many real numbers, but only a countably infinitely many Turing machines, what that means is that the vast majority of real numbers are uncomputable. So we'll never be able to access them with a computer program.",7,34,1091,1
wired,wired_infinity_15,1,infinity,3,graduate,expert,"You're a PhD student, is that right?",1,0,1092,0
wired,wired_infinity_15,2,infinity,3,graduate,partner,"Yes, I'm a second year PhD student at the University of Maryland.",1,1,1093,0
wired,wired_infinity_15,3,infinity,3,graduate,expert,Does infinity come up in your mathematics that you're studying?,1,2,1094,0
wired,wired_infinity_15,4,infinity,3,graduate,partner,"One place infinity comes up is in algebraic geometry. Normally we think okay, well if you have two lines like this, you'd keep drawing them, they intersect right here. But in projective space, two parallel lines will also intersect at the point at infinity. Infinity is like this perfect concept for what we can add to a space that allows lines to have this more uniform property. What's your research in?",5,3,1095,0
wired,wired_infinity_15,5,infinity,3,graduate,expert,"So one of my main research areas is something called category theory, it's been described as the mathematics of mathematics. It's a language that can be used to prove very general theorems. And an interesting aspect of being a researcher in category theory that doesn't come up as much in other areas is that we have to really pay attention to the axioms of set theory in our work. When you're proving theorems, have you ever used the axiom of choice?",4,4,1096,0
wired,wired_infinity_15,6,infinity,3,graduate,partner,"Yeah, it's basically this idea that you can put a choice function on any set.",1,5,1097,0
wired,wired_infinity_15,7,infinity,3,graduate,expert,And a choice function does what exactly?,1,6,1098,0
wired,wired_infinity_15,8,infinity,3,graduate,partner,"Yeah, that's a good question.",1,7,1099,0
wired,wired_infinity_15,9,infinity,3,graduate,expert,"So the way I think about it is if you have an infinite or an arbitrary family of sets and you know for sure that none of these sets are empty, then a choice function would allow you to select an element from each set sort of all at once. When you've used the axiom of choice in proofs, do you know which incarnation of this you've used?",2,8,1100,0
wired,wired_infinity_15,10,infinity,3,graduate,partner,"Yeah, I've used it like that. I've also used it in Zorn's lemma and in the well ordering principle.",2,9,1101,0
wired,wired_infinity_15,11,infinity,3,graduate,expert,"So there are three well-known famous equivalent forms of the axiom of choice. The well ordering principle is the assumption, the axiom that any set can be well ordered, but there are lots of subsets of real numbers that do not have a minimal element. So that ordering is not a well ordering. So here's the key question. Do you believe the axiom of choice?",5,10,1102,0
wired,wired_infinity_15,12,infinity,3,graduate,partner,I do believe the axiom of choice.,1,11,1103,0
wired,wired_infinity_15,13,infinity,3,graduate,expert,"You do believe the axiom of choice, though it leads us to some strange conclusions. So if the axiom choice is true, then it's necessarily the case that there exists a well ordering of the reals. And what that means is that we can perform induction over real numbers like we perform induction over the natural numbers. This is trans-finite induction. It would work for any ordinal. So there must be some uncountably infinite ordinal that represents the order type of the real numbers. And this allows us to prove some crazy things. Imagine three-dimensional Euclidean space. So the space that we live in, extending infinitely in all directions. So it is possible to completely cover three-dimensional Euclidean space by disjoint circles, so infinitesimal circles, disjoint circles of radius one. So what that means is you can put a circle somewhere in space and then put a second circle somewhere in space that can't intersect with the first one because these are solid circles and then another circle can somehow cover every single point in space with no gaps in between.",11,12,1104,0
wired,wired_infinity_15,14,infinity,3,graduate,partner,That's crazy.,1,13,1105,0
wired,wired_infinity_15,15,infinity,3,graduate,expert,"It's crazy, it's not the only crazy thing. Do you have a favorite consequence of the axiom of choice?",2,14,1106,0
wired,wired_infinity_15,16,infinity,3,graduate,partner,"I mean the Banach-Tarski paradox is a big one. So basically it says that you can, using just rigid motions I think, you can take one ball",2,15,1107,0
wired,wired_infinity_15,17,infinity,3,graduate,expert,One solid ball with a finite volume.,1,16,1108,0
wired,wired_infinity_15,18,infinity,3,graduate,partner,"Yeah, cut it up and then rearrange the pieces so that in the end you get two balls which are the exact same size, the exact same volume. So you've actually taken one thing and using just pretty normal operations to it, you can double it, which seems pretty implausible in real life.",2,17,1109,0
wired,wired_infinity_15,19,infinity,3,graduate,expert,Right. That seems crazy to me. And yet it's an irrefutable consequence of this axiom that you tell me you believe is true.,3,18,1110,0
wired,wired_infinity_15,20,infinity,3,graduate,partner,Yeah,1,19,1111,0
wired,wired_infinity_15,21,infinity,3,graduate,expert,So how many infinities are there?,1,20,1112,1
wired,wired_infinity_15,22,infinity,3,graduate,partner,"Well, definitely uncountably many infinities.",1,21,1113,1
wired,wired_infinity_15,23,infinity,3,graduate,expert,"Right, so there's certainly no stop to this procedure. But could you give a precise cardinality to that?",2,22,1114,1
wired,wired_infinity_15,24,infinity,3,graduate,partner,"Probably not because if I could, there would be a set of all sets, right?",1,23,1115,1
wired,wired_infinity_15,25,infinity,3,graduate,expert,"So Cantor's diagonal argument can be abstracted and then generalized to prove that for an arbitrary set A, its power set has a strictly larger cardinality. And since that's true for any set, we can just iterate this process. When set theory was being discovered or invented or created in the late 19th century, one of the natural question to ask is can there be a universe of all sets? This comes up in my research in category theory because even though there is no set of all sets, we would really like for there to be a category of sets. So what category theorists need to do to make their work rigorous is to add additional axioms to set theory. One of my favorites was introduced by an algebraic geometer Alexander Grothendieck. This is something that we sometimes call a Grothendieck universe, or also an inaccessible cardinal. It's an infinite number that is so big that it cannot be accessed by any of the other constructions within set theory. It's so big that we'll never get to it and this allows us to contemplate the collection of all sets whose cardinality is bounded by this size that will never reach.",9,24,1116,1
wired,wired_infinity_15,26,infinity,3,graduate,partner,"So you're just making a cutoff point. You're saying we're never gonna get sets bigger than this anyway, so we might as well make our category only include things smaller than that.",2,25,1117,1
wired,wired_infinity_15,27,infinity,3,graduate,expert,"That's right. So a rigorous way to work with a category of sets is to demand that it's a category of sets whose size is bounded by this cardinality, Alpha say. That is then an example of a category that fits into another even still larger Grothendieck universe Beta. So implicitly in a lot of my research, I have to add an additional assumption that there exists maybe countably many inaccessible cardinals.",4,26,1118,1
wired,wired_infinity_16,1,infinity,4,expert,expert,"Examples of infinite sets abound in mathematics. You know, we see them every day. So do those infinities exist?",3,0,1119,0
wired,wired_infinity_16,2,infinity,4,expert,partner,"Think you'll get a different answer from every person, every mathematician you meet. It is a construct. So it exists in the same way that things like poetry exists when you talk about even cardinality and it's just like, well here's an infinite hotel. I had one student who was like, no, no, it does not exist. When I describe, well imagine you do this infinitely many times, they're done with me because they're like I can't, no one can do this infinitely many times. These interesting paradoxes that come from like the ape typing on a typewriter and eventually getting to Hamlet is an example of well if you give something forever and any random event is going to happen.",6,1,1120,0
wired,wired_infinity_16,3,infinity,4,expert,expert,It can be generative for sure.,1,2,1121,0
wired,wired_infinity_16,4,infinity,4,expert,partner,It's definitely a really interesting thing to try to talk to students about.,1,3,1122,0
wired,wired_infinity_16,5,infinity,4,expert,expert,"I'll grant you that Hilbert's Hotel does not exist. For me, infinite objects absolutely exist. And I can't read the thoughts in your head, but I have a high degree of confidence that we have a lot of the same ideas about infinity.",3,4,1123,0
wired,wired_infinity_16,6,infinity,4,expert,partner,"It's this idea that are things that you can think of, do they exist? You're getting into philosophy of math now. It's just exciting.",3,5,1124,0
wired,wired_infinity_16,7,infinity,4,expert,expert,"I mean I think that's another common misconception about mathematics is that it's so far removed from the humanities, for instance. I mean it's hard to ignore some of these philosophical questions, particularly when we're talking about certain things like infinity. And I think one of the most difficult things to really be precise about and to explain to students is the continuum hypothesis. What do you say to students about the continuum hypothesis?",4,6,1125,0
wired,wired_infinity_16,8,infinity,4,expert,partner,"The most fun thing to teach when you teach about infinity, when students realize that you are talking about different sizes of infinity, but then a natural thing is for them to think about what is the next size of infinity that I can think about? And sort of the continuum hypothesis is sort of one of these really hard things to grasp.",2,7,1126,0
wired,wired_infinity_16,9,infinity,4,expert,expert,"So what's so fascinating about the continuum hypothesis, if you take a subset of the real line that's infinite, does it necessarily have either the cardinality of the naturals or the cardinality of continuum, or is there some sort of third possibility? What's very surprising is the continuum hypothesis has been completely resolved in the sense that we now know for absolute certain that we will never know whether it's true or false. So this is a little bit confusing. The standard foundational axioms of mathematics that we take for granted are completely insufficient to prove the continuum hypothesis one way or the other. You know mathematicians among other things have been very clear about exactly what they're taking as an assumption and exactly what they're concluding from it. So mathematical practice is to be exact transparent about the hypotheses you need to prove your theorem. So now I think of a proof of a theorem more like constructing a function where the domain of that function is all of the hypotheses that I'm assuming and then the target of that function is maybe a particular element in some universe that is the modularized space of the statement that I'm trying to prove or something like this. If the foundations were to change, if set theory were replaced by something else, maybe dependent type theory, do you think the theorem you've proven would still be true?",8,8,1127,0
wired,wired_infinity_16,10,infinity,4,expert,partner,"There's a lot of math that we sort of take for granted as this is the thing that you can do without really admitting that we are creating the foundations that are the basis for the work we do later. And so yes, I think that if we change the foundations, we would change mathematics. But I think that's also very humbling in that it's not that we're sort of discovering a universal truth, it's we are humans constructing meaning. It's abstract art in a sense. There is something there even if you can't see all the pieces for particular things. And I think that it's really fascinating. I was thinking about this on the drive here. The way that I interact with infinity I mentioned earlier is sometimes we, in number theory especially, we say, ""does this type of equation have infinitely many solutions?"" And then the question is are there infinitely many, are there not? Or are there infinitely many twin primes? These are sort of interesting ideas but I don't think that knowing if it's infinite or not is necessarily the most interesting thing for me. What's been most interesting to me is all the math that gets developed to be able to answer that question.",12,9,1128,0
wired,wired_infinity_16,11,infinity,4,expert,expert,"Given current technology. And who knows what mathematics will look like in 100 years. 150 years ago when we barely knew infinity, and look where we are today.",3,10,1129,0
wired,wired_internet_12,1,internet,0,child,expert,"Hi, it's really, really nice to meet you. What's your name?",2,0,1130,0
wired,wired_internet_12,2,internet,0,child,partner,My name is Skylar.,1,1,1131,0
wired,wired_internet_12,3,internet,0,child,expert,"Skylar, we're here to talk about the internet, and I bet you must use the internet a lot, right?",1,2,1132,0
wired,wired_internet_12,4,internet,0,child,partner,Yeah.,1,3,1133,0
wired,wired_internet_12,5,internet,0,child,expert,What's your conception about what the internet is?,1,4,1134,0
wired,wired_internet_12,6,internet,0,child,partner,"The internet? For me, it's just something to use when I need like to search up something or watch videos.",1,5,1135,0
wired,wired_internet_12,7,internet,0,child,expert,"The internet is, physically, these computers that all talk to each other. Billions of computers, in the case of the internet. The internet allows us to do a lot of really, really interesting, what we call applications. You ever think about how that video gets to you over the internet?",4,6,1136,0
wired,wired_internet_12,8,internet,0,child,partner,"Yeah, I have no idea.",1,7,1137,1
wired,wired_internet_12,9,internet,0,child,expert,Got a favorite movie?,1,8,1138,1
wired,wired_internet_12,10,internet,0,child,partner,Matilda.,1,9,1139,1
wired,wired_internet_12,11,internet,0,child,expert,"Matilda. All right. We're gonna actually build an internet. I've got a couple of things here that I wanna show you, or a couple of toys, actually. Okay, let's pretend that these round balls are computers. And the internet is something that connects them. And right now, the internet is just one communication link. And Matilda is sent over the internet from this computer to your computer. So the internet is a network for carrying information from one computer to another. Now this network here looks pretty simple, doesn't it? Right? It's just one thing. Should we add some more friends in?",11,10,1140,1
wired,wired_internet_12,12,internet,0,child,partner,Yeah.,1,11,1141,1
wired,wired_internet_12,13,internet,0,child,expert,"Let's say we want to get a video from here, over to here. How do you think that video would sort of travel through this network?",2,12,1142,1
wired,wired_internet_12,14,internet,0,child,partner,"Maybe it could go to here, to here, to here, to here.",1,13,1143,1
wired,wired_internet_12,15,internet,0,child,expert,"That's right. So that's pretty cool. There are actually lots of different ways to actually go through the internet to get from what we call a source, the place that's sending the information, to the receiver, the place that's actually gathering the information together. And that's something we actually call routing.",4,14,1144,1
wired,wired_internet_12,16,internet,0,child,partner,"Huh, but wouldn't it just be easier for it to go from here to here, instead of going from here to here, to here to here?",1,15,1145,1
wired,wired_internet_12,17,internet,0,child,expert,"Yeah. So that's a really good observation. In most pieces of the internet, that's exactly what would happen. We want to take what's called a shortest path. But still, there are multiple paths. And why do you think that might be valuable?",5,16,1146,1
wired,wired_internet_12,18,internet,0,child,partner,Maybe one way is messed up or broken. So you go the other way.,1,17,1147,1
wired,wired_internet_12,19,internet,0,child,expert,"Exactly. So, Skylar, that was a great discussion about what we just built. And I wanted to talk to you about, or ask you about maybe one other really important part about networks. And it's not so much the thing itself, the physical thing, but more about the rules about communication. That's governed by something that are called protocols. Are you up for one?",6,18,1148,1
wired,wired_internet_12,20,internet,0,child,partner,Yeah.,1,19,1149,1
wired,wired_internet_12,21,internet,0,child,expert,"Knock, knock.",1,20,1150,1
wired,wired_internet_12,22,internet,0,child,partner,Who's there?,1,21,1151,1
wired,wired_internet_12,23,internet,0,child,expert,Lettuce.,1,22,1152,1
wired,wired_internet_12,24,internet,0,child,partner,Lettuce who?,1,23,1153,1
wired,wired_internet_12,25,internet,0,child,expert,"Lettuce go on. A knock, knock joke is an example of a protocol, right? The computer that you are using, say, makes a request, you ask for something, you get something in return. In the internet, there are protocols everywhere. So that two computers that have never talked to each other before know the rules for talking to each other. This global internet with billions of people using it are just lots of smaller networks that are all hooked together to each other. But also, what the internet allows are all of these what we call applications, Zoom, video playing services, can all run on top of the same internet.",7,24,1154,1
wired,wired_internet_12,26,internet,0,child,partner,"Yeah, so there's one internet for all of 'em.",1,25,1155,1
wired,wired_internet_12,27,internet,0,child,expert,Exactly. There's one internet and lots and lots and lots of things that you can do on top of it.,2,26,1156,1
wired,wired_internet_13,1,internet,1,teenager,expert,"So you're a student in high school, is that right?",1,0,1157,0
wired,wired_internet_13,2,internet,1,teenager,partner,"Yes, I'm a sophomore.",1,1,1158,0
wired,wired_internet_13,3,internet,1,teenager,expert,"Well, we're gonna be talking about computers here today, and we're gonna be talking about the internet. I always like to think of the internet by analogy to say road systems for example, where you have roads in your neighborhood. You have state roads, you have the Interstate Highway System. And so the internet is a lot like that. It's an interconnection of local roads, local networks like the network in your house for example.",5,2,1159,0
wired,wired_internet_13,4,internet,1,teenager,partner,How does like all of the networks in my house connect to all the city networks?,1,3,1160,0
wired,wired_internet_13,5,internet,1,teenager,expert,"Wow. Great question. Often, it's a little blue wire called an ethernet cable. So that cable is able to bring bits of information up into your apartment at say, a billion bits per second. That's pretty fast, right? Literally a wire that goes between a box in your apartment, sometimes called a router or a modem in your apartment that comes from an internet service provider come into this first network and then that network connects to another network connects to another network connects to another network.",5,4,1161,0
wired,wired_internet_13,6,internet,1,teenager,partner,"You could FaceTime somebody who's like in Australia. You can talk to them at the same time, and like you're reaching the same signals. So how is it that it gets there so fast?",1,5,1162,0
wired,wired_internet_13,7,internet,1,teenager,expert,"We could talk about that by analogy to a road system. It's not just one big, super highway. It's a lot of smaller super highways that are all interconnected. And those interchanges are what are called routers. That's where the links come together. You're talking about talking to a friend in Australia. So oh, it's coming in from the East Coast of the United States to this router, and it's going out say, that routers in San Francisco, it's going out on an underseas cable over to Australia rather than in this direction up to Japan.",7,6,1163,0
wired,wired_internet_13,8,internet,1,teenager,partner,So there is an underseas cable?,1,7,1164,0
wired,wired_internet_13,9,internet,1,teenager,expert,"The underseas cables are so cool! They're these big cables that are laid down by switches. They cross both the Atlantic, the Pacific, the Indian Ocean. So the undersea cables are how the networks in Europe, United States, Asia are all connected together.",4,8,1165,0
wired,wired_internet_13,10,internet,1,teenager,partner,How do you connect wirelessly?,1,9,1166,0
wired,wired_internet_13,11,internet,1,teenager,expert,"That's really what we call the first hop. It's like from your phone, from your tablet, from the computer that you're on, there's no cables coming in. You go over a wireless connection. Wi-Fi is the protocol that allows your computer to talk to that first hop router over a wireless communication link.",4,10,1167,0
wired,wired_internet_13,12,internet,1,teenager,partner,"And I was wondering how there's so many different movies or TV shows that you can download and they're all there. And if you just play it, it just knows what to play. Like they're all in one spot.",1,11,1168,0
wired,wired_internet_13,13,internet,1,teenager,expert,"Ah, you said they're all in one spot. In fact, they're in lots of spots in Netflix. And so most applications would like to connect you with a server that's close to you. Server is really just a big computer with a lot of memory, a lot of discs that store all the Netflix movies, and also so that you don't have to cross over too many internet links to get from where the server is to the TV or the device in your home.",4,12,1169,0
wired,wired_internet_13,14,internet,1,teenager,partner,"So when I'm watching Vampire Diaries in my house, how does it know exactly what to do without getting scrambled up?",1,13,1170,0
wired,wired_internet_13,15,internet,1,teenager,expert,"Ah, another great question. There's a couple of things that could happen inside the internet. Information is sent in these little packets of information from the Netflix server to your display device. And literally, each packet that arrives says, This is the first packet for Jenna. This is the second. This is the third. This is the fifth. This is the fourth. And they're reordered for you. Matter of fact, your computer will say, using the TCP protocol to the server, Hey, I didn't get packet four, can you resend it again? And again, the Netflix server is very happy to send you packet four again. The other is the internet protocol. If you think about sending letters through the US Postal Service, how you've got an address on it. So every packet that flows from the Netflix server to you has an address on it. It says, This is going to Jenna. It's going to the what's called the Internet Protocol address of your device. Think of all the range of devices that are hooked up to the internet. It's totally amazing, right? Every single one of them has one thing in common, and that is they speak the IP protocol, the Internet Protocol. That was a great question.",16,14,1171,0
wired,wired_internet_14,1,internet,2,undergraduate,expert,So tell me a little bit about yourself?,1,0,1172,0
wired,wired_internet_14,2,internet,2,undergraduate,partner,I am a senior at New York University. I study computer science.,1,1,1173,0
